Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
113995,4,1,2.723,1.1,4,1,4,True,10.93,1,2,7,2.927,70.62,2
113996,0,2,3.315,7.45,2,0,1,False,6.01,5,0,2,3.437,66.75,1
113997,1,0,3.658,6.31,2,1,4,True,7.69,2,2,1,3.784,100.0,2
113998,0,2,2.87,0.56,2,2,4,False,11.35,6,0,6,2.76,64.98,1
113999,0,3,3.52,12.22,3,1,3,True,15.95,4,1,8,4.0,97.12,0
114000,4,1,3.228,16.09,1,1,4,True,7.74,4,0,5,3.341,65.99,2
114001,3,2,2.768,5.16,3,2,2,False,16.2,1,1,1,2.793,62.04,1
114002,3,2,2.54,10.59,3,1,3,True,9.65,5,2,4,2.977,100.0,1
114003,2,3,2.547,11.94,2,1,4,False,18.84,4,2,3,2.832,100.0,1
114004,0,0,3.307,9.07,3,1,4,False,7.26,1,0,7,3.83,85.59,0
114005,4,2,2.505,7.37,1,0,3,True,12.25,3,1,3,2.719,68.44,1
114006,1,2,3.616,5.69,0,1,4,False,15.1,4,1,6,3.714,82.93,1
114007,0,0,3.883,1.97,2,1,3,False,6.43,3,1,3,4.0,92.8,1
114008,2,3,2.899,31.37,1,2,2,False,10.34,10,0,4,3.097,70.25,0
114009,2,4,2.739,20.53,1,0,2,True,16.93,5,0,3,3.236,77.1,0
114010,1,3,3.248,1.42,2,0,2,False,12.59,3,2,5,3.611,71.55,1
114011,4,0,3.543,2.68,0,0,1,False,10.99,1,0,2,3.739,57.39,2
114012,1,3,2.677,0.61,2,1,4,True,9.13,2,0,4,2.848,70.32,2
114013,3,2,2.389,16.31,3,1,4,True,14.36,4,0,2,2.618,92.19,2
114014,4,4,3.245,1.32,4,0,3,True,16.85,2,2,3,3.847,53.54,0
114015,3,4,2.651,1.22,0,0,3,False,27.35,1,2,2,3.443,62.08,1
114016,3,0,2.958,6.48,3,1,5,False,12.41,2,0,6,3.276,96.16,2
114017,1,0,3.385,9.4,0,2,3,False,7.16,5,2,2,3.599,75.39,1
114018,3,2,2.867,2.33,2,0,1,True,10.3,3,2,5,2.992,68.9,1
114019,1,0,3.125,7.61,3,2,2,False,11.25,4,0,1,3.553,86.8,1
114020,3,1,3.222,8.72,2,0,3,True,24.27,5,0,7,3.75,90.34,0
114021,4,1,3.314,10.91,1,2,2,True,7.99,4,1,3,3.49,84.29,2
114022,3,1,2.475,6.61,1,0,1,True,11.46,4,0,7,2.803,88.54,2
114023,0,3,2.603,8.36,0,0,1,False,19.08,3,1,5,3.019,73.08,1
114024,3,0,3.823,16.01,4,0,2,False,10.8,6,0,4,3.813,60.81,0
114025,2,3,2.15,2.34,4,0,2,False,15.62,3,2,2,2.03,47.0,1
114026,0,1,2.083,0.45,4,1,4,True,3.81,1,0,5,1.965,85.89,1
114027,2,2,3.424,11.03,4,2,5,True,11.53,4,0,5,3.497,61.54,0
114028,3,0,2.582,20.39,0,2,4,True,6.48,4,0,4,2.667,71.15,2
114029,3,2,2.683,5.75,0,0,2,False,10.99,3,2,5,2.788,80.42,2
114030,3,2,2.373,3.69,4,1,5,False,11.34,1,1,7,2.436,82.59,1
114031,0,2,3.622,6.06,3,0,3,False,11.84,3,2,1,3.838,72.42,1
114032,4,2,3.462,8.08,0,0,1,False,10.9,2,2,1,3.568,71.76,2
114033,1,3,2.432,6.37,2,2,2,False,20.7,5,0,5,2.931,89.21,2
114034,3,3,3.026,2.18,1,1,4,False,8.59,1,2,7,3.097,68.13,1
114035,2,3,2.74,31.63,1,0,2,False,8.66,8,0,5,2.92,38.25,0
114036,4,2,3.187,0.14,2,1,4,False,11.76,2,2,3,3.121,81.22,1
114037,3,4,3.502,7.66,3,1,5,False,1.0,2,1,4,4.0,87.88,0
114038,0,2,3.015,0.8,0,0,1,False,7.92,1,0,3,2.973,51.68,1
114039,2,0,3.33,3.68,2,2,1,False,20.68,3,2,5,3.519,82.72,2
114040,3,1,3.445,11.7,3,2,5,False,18.78,3,0,5,3.625,75.14,2
114041,3,1,2.547,1.38,3,1,4,True,11.53,1,0,5,3.217,100.0,1
114042,3,2,3.959,33.09,1,0,1,False,6.48,8,0,7,4.0,55.4,2
114043,2,3,3.795,0.73,3,2,4,False,18.75,3,0,5,4.0,52.43,1
114044,3,0,3.782,5.17,2,0,2,False,6.33,4,0,3,3.87,74.08,1
114045,3,1,3.583,6.29,2,1,3,False,16.22,1,0,1,3.629,78.96,2
114046,0,1,1.782,3.04,0,2,5,True,13.83,2,0,5,1.958,70.41,2
114047,3,1,3.911,16.89,3,0,2,True,14.09,5,2,2,4.0,84.1,1
114048,3,1,2.871,23.22,3,0,1,False,6.6,6,2,6,2.897,83.47,1
114049,1,0,3.884,3.71,2,2,2,True,18.83,2,1,3,4.0,84.01,2
114050,3,0,3.336,7.1,0,0,1,False,3.6,4,0,1,3.465,65.07,2
114051,2,3,2.637,4.64,2,0,2,False,21.67,5,1,5,2.764,76.63,0
114052,0,0,2.395,6.29,3,0,3,False,17.11,3,2,4,2.534,61.25,0
114053,2,1,2.969,1.32,4,2,5,True,14.72,2,2,5,3.39,70.0,1
114054,2,1,2.222,1.82,4,0,3,False,18.67,6,2,8,2.813,77.1,0
114055,3,4,3.339,7.5,1,2,3,False,17.78,4,0,5,3.923,76.64,2
114056,4,1,3.715,1.31,3,0,1,True,1.0,4,2,6,4.0,55.14,1
114057,0,0,3.044,14.76,3,2,4,False,12.98,5,1,5,3.227,98.87,0
114058,4,1,3.313,4.54,0,1,4,False,8.02,2,0,4,3.246,84.27,2
114059,0,1,3.198,4.35,4,2,2,False,10.08,1,2,7,3.287,75.67,2
114060,1,0,2.463,20.32,3,2,1,True,13.3,4,2,2,2.777,69.03,0
114061,4,2,2.564,1.79,4,2,2,False,7.91,4,0,4,2.361,61.26,1
114062,1,1,2.694,11.42,2,2,5,True,6.9,4,0,3,2.938,81.65,2
114063,2,2,3.65,19.8,4,0,1,True,18.49,6,2,4,3.683,68.63,2
114064,0,2,2.472,5.89,1,1,4,True,10.05,3,2,6,2.576,70.61,2
114065,4,1,2.942,0.93,0,1,4,False,10.7,3,0,1,3.214,87.77,1
114066,1,3,3.201,30.04,0,0,2,True,9.09,7,0,3,3.315,67.16,0
114067,1,3,3.863,7.52,1,0,2,False,6.97,6,0,5,3.938,49.73,0
114068,0,4,3.481,2.7,0,2,4,False,12.3,3,0,4,3.87,76.04,2
114069,4,3,3.559,1.92,0,2,5,False,9.49,1,0,5,3.806,87.41,1
114070,3,1,3.056,4.91,3,1,3,True,12.86,1,2,2,3.564,100.0,1
114071,2,1,1.82,11.34,1,0,2,False,6.0,3,0,4,2.08,64.49,0
114072,3,2,2.695,5.75,3,1,4,False,13.7,3,2,5,3.216,88.12,2
114073,0,0,3.891,2.97,0,0,3,False,8.58,1,0,5,3.641,75.97,2
114074,1,1,2.868,1.07,2,2,1,False,4.71,5,0,7,2.808,70.3,2
114075,3,3,3.259,3.81,4,1,3,False,1.08,2,1,3,3.215,74.05,1
114076,2,2,3.762,1.09,3,0,2,True,14.07,3,1,4,3.622,60.98,1
114077,2,3,3.426,21.97,4,1,4,True,13.2,6,2,4,3.443,63.98,2
114078,3,4,3.298,31.19,2,1,3,True,11.23,6,0,5,3.73,80.92,0
114079,0,2,1.472,0.57,1,0,2,False,11.96,3,0,7,1.544,75.26,2
114080,2,2,2.423,0.62,1,2,5,False,6.51,4,2,7,2.496,77.01,2
114081,3,2,1.74,34.79,0,1,3,True,13.41,7,0,9,1.85,56.23,0
114082,4,4,2.904,1.01,4,0,2,False,14.17,2,0,4,3.119,82.68,2
114083,1,0,2.587,3.47,4,0,2,False,18.46,4,1,5,2.856,58.99,2
114084,3,4,3.926,15.32,1,2,4,False,19.09,3,1,4,4.0,85.61,2
114085,3,4,2.77,22.85,4,0,2,False,10.68,4,2,4,2.717,74.25,0
114086,0,4,2.89,7.14,4,0,2,False,18.81,2,1,3,3.245,91.18,2
114087,2,1,3.287,7.53,0,0,1,True,15.63,5,2,4,3.674,84.25,2
114088,3,1,3.152,17.14,2,2,2,True,4.26,6,2,6,3.361,56.57,1
114089,3,0,3.482,40.0,3,1,4,True,4.77,6,0,7,3.912,95.75,0
114090,2,3,2.987,0.25,1,0,1,False,25.75,1,1,3,3.434,87.37,1
114091,1,2,2.448,8.72,4,0,1,False,14.0,3,0,7,2.514,64.2,2
114092,0,3,3.191,2.96,0,2,4,False,7.54,3,0,5,3.153,75.83,2
114093,0,0,3.647,1.28,3,1,4,False,13.59,1,0,3,4.0,88.8,1
114094,1,2,3.383,5.85,2,0,1,False,1.46,3,0,3,3.485,60.04,1
114095,2,0,3.708,0.44,1,0,2,False,15.12,2,2,3,4.0,78.87,1
114096,2,0,3.322,0.88,4,1,5,True,7.74,2,0,2,3.388,81.51,1
114097,2,2,2.352,6.94,1,0,1,True,9.88,2,1,3,2.628,61.75,2
114098,1,2,3.795,3.09,4,2,5,False,7.84,1,1,1,3.49,94.49,1
114099,2,2,3.779,10.88,1,2,3,True,11.7,6,2,7,3.948,61.6,1
114100,1,3,2.943,2.65,1,1,5,False,10.36,1,0,1,2.89,59.97,2
114101,2,1,3.516,20.41,1,0,2,False,14.18,3,0,4,3.99,83.29,2
114102,2,1,3.883,0.75,0,1,3,False,18.99,1,2,5,4.0,66.39,2
114103,3,4,2.765,10.43,3,2,3,False,7.16,2,2,2,3.224,73.96,2
114104,0,2,2.717,7.85,4,1,3,False,15.37,2,1,6,2.854,60.31,1
114105,4,0,2.723,15.03,1,2,2,True,8.54,5,1,3,2.731,86.21,0
114106,3,1,3.17,31.09,4,0,3,True,1.0,8,0,5,2.719,50.04,0
114107,2,0,2.413,5.02,2,0,3,False,15.12,1,0,6,2.737,65.81,2
114108,3,3,3.444,0.37,4,1,3,True,15.87,2,0,1,3.645,73.77,1
114109,4,1,3.274,4.46,2,0,1,True,10.1,4,1,6,3.176,66.55,2
114110,3,2,2.536,4.89,3,0,2,False,12.59,2,0,2,2.839,64.92,2
114111,4,2,3.233,2.41,4,0,2,False,12.85,3,0,1,3.533,68.76,2
114112,2,3,2.914,6.9,1,2,1,False,7.83,3,0,5,3.281,74.35,1
114113,3,1,2.413,4.49,3,2,2,False,4.3,1,2,1,2.533,76.66,2
114114,2,2,3.498,1.88,1,2,2,False,7.58,3,0,7,3.446,83.4,1
114115,3,0,2.629,11.39,3,1,4,False,12.2,3,2,8,3.25,100.0,2
114116,0,4,3.421,6.08,0,0,3,True,19.39,3,0,1,3.771,83.9,2
114117,0,1,3.61,0.27,0,2,2,False,13.63,4,0,1,3.944,92.61,2
114118,3,2,3.164,6.83,3,2,4,False,18.1,3,0,2,3.439,74.37,2
114119,1,0,3.02,2.58,1,0,2,False,9.73,4,1,9,2.969,70.01,2
114120,3,2,3.332,6.57,3,1,5,False,13.77,1,2,1,3.907,74.67,2
114121,2,0,2.508,3.67,1,1,3,False,16.43,3,1,5,2.806,67.98,1
114122,0,1,2.621,5.11,4,2,1,False,14.97,2,1,1,2.841,69.97,2
114123,2,2,3.396,4.13,3,0,2,False,11.8,3,0,2,3.587,69.09,2
114124,0,3,3.704,1.9,2,1,3,True,11.43,1,0,1,4.0,57.01,2
114125,2,1,2.963,0.09,1,0,2,True,9.67,4,0,7,3.165,57.13,2
114126,2,0,2.89,14.52,1,0,2,True,11.53,5,0,2,3.016,100.0,0
114127,2,2,3.717,11.93,4,1,3,False,8.73,2,0,2,3.819,81.81,2
114128,3,3,3.312,11.91,4,0,2,False,7.03,4,0,5,3.443,65.56,2
114129,2,2,3.236,1.2,0,1,4,False,7.3,2,0,3,3.217,81.58,1
114130,3,1,3.528,13.4,0,1,3,False,5.08,3,0,3,3.822,88.23,2
114131,3,1,2.3,12.18,0,2,3,True,13.29,3,2,2,2.407,65.75,1
114132,0,4,3.323,5.28,3,0,1,True,15.92,4,1,3,3.463,96.23,2
114133,0,0,2.546,2.22,1,2,3,False,6.45,2,0,1,2.78,89.23,2
114134,0,0,3.171,7.6,0,1,5,True,13.75,3,2,6,3.463,99.98,2
114135,2,2,3.225,21.04,0,2,3,True,7.8,5,0,2,3.604,84.33,0
114136,0,3,3.786,6.84,4,1,3,False,14.49,3,0,4,4.0,77.69,2
114137,0,1,2.956,0.52,0,1,3,True,12.69,4,1,4,3.249,71.85,2
114138,3,2,3.557,1.79,4,1,3,False,16.32,4,1,5,3.787,100.0,2
114139,2,4,2.868,4.94,1,0,2,False,3.99,2,2,2,3.107,55.95,0
114140,2,0,2.969,17.9,3,0,2,False,11.28,7,0,7,3.288,83.11,0
114141,0,2,3.54,1.4,2,0,1,False,1.85,1,1,1,3.403,73.39,1
114142,2,0,3.503,8.75,1,0,3,False,1.0,1,0,2,3.773,78.82,2
114143,2,2,2.869,3.41,4,0,1,False,5.51,2,0,4,2.875,50.93,2
114144,0,2,2.568,0.77,0,2,2,True,18.42,3,1,7,2.704,81.87,2
114145,2,2,3.576,4.9,4,2,5,False,16.04,3,0,3,3.651,75.22,2
114146,2,1,3.491,0.62,1,2,5,True,20.96,1,1,3,3.917,79.54,2
114147,2,0,3.394,6.62,4,0,1,False,14.23,1,0,4,3.678,61.99,1
114148,3,2,2.558,40.0,3,0,2,True,14.96,10,0,5,3.19,51.27,0
114149,3,0,3.796,5.86,3,1,3,False,5.91,4,1,2,4.0,95.89,0
114150,3,2,2.4,6.79,3,0,2,True,12.03,1,0,1,2.623,80.9,2
114151,2,4,2.34,1.61,2,0,3,False,19.23,3,2,2,2.781,68.54,2
114152,1,4,2.897,8.72,2,0,3,True,13.25,4,0,3,3.306,84.08,1
114153,0,0,3.81,17.62,2,2,2,True,3.14,6,0,6,3.839,71.86,2
114154,3,1,2.468,7.51,3,1,4,False,12.76,1,1,5,2.679,100.0,1
114155,4,3,3.307,7.18,4,0,3,False,1.0,4,0,6,3.53,59.66,2
114156,4,2,3.715,19.32,4,0,2,True,3.11,5,0,5,3.348,40.61,0
114157,1,1,3.055,1.09,2,0,1,False,9.59,1,0,7,3.155,68.73,1
114158,2,3,2.311,17.7,0,0,3,True,10.35,4,2,2,2.371,78.43,0
114159,4,0,2.506,2.12,4,0,1,True,13.43,1,0,4,2.89,72.61,2
114160,3,2,3.735,2.28,3,2,1,False,13.58,4,2,7,3.738,90.12,2
114161,3,1,3.617,17.59,4,0,3,True,8.71,4,0,1,3.75,69.62,0
114162,3,0,3.139,10.41,2,0,3,False,19.52,1,0,3,3.53,88.99,1
114163,2,3,2.393,6.71,3,1,5,True,12.8,5,0,4,2.751,100.0,2
114164,3,0,3.505,6.7,3,2,3,False,5.3,4,0,3,3.644,57.39,1
114165,0,1,2.852,4.01,2,1,3,True,8.45,4,0,4,3.219,46.94,2
114166,0,2,2.86,0.63,0,2,3,False,11.87,2,2,4,2.911,74.82,1
114167,0,2,2.765,11.68,1,2,4,False,6.54,3,1,7,2.864,74.49,2
114168,1,3,3.543,0.89,0,2,3,True,20.16,2,0,2,3.879,82.03,1
114169,3,2,2.391,1.48,4,2,2,False,6.39,3,2,1,2.421,99.78,2
114170,0,1,2.979,3.69,2,1,3,False,13.32,1,1,1,3.128,72.68,1
114171,4,4,3.54,21.5,2,2,3,False,5.7,6,1,4,3.752,82.98,0
114172,3,4,2.961,1.3,1,1,5,False,11.2,4,0,3,3.082,100.0,2
114173,2,3,3.77,12.16,1,1,4,True,14.34,4,1,6,3.97,86.47,2
114174,4,4,3.374,6.12,0,0,3,True,11.37,4,2,1,3.214,83.47,2
114175,1,4,3.715,17.79,2,0,3,True,12.88,2,1,4,4.0,82.42,0
114176,1,3,3.667,2.86,4,0,1,True,12.64,5,1,6,3.874,84.1,2
114177,0,4,3.359,8.02,0,0,2,False,14.38,3,0,8,3.691,77.01,1
114178,2,4,3.671,10.13,1,0,2,True,9.22,3,0,4,3.89,58.54,2
114179,3,0,3.51,3.96,3,2,4,False,14.62,1,0,3,3.91,64.92,1
114180,3,3,3.265,2.93,3,1,4,True,2.49,4,1,2,3.641,86.2,2
114181,3,1,2.946,13.18,3,2,2,True,19.56,6,0,5,3.351,77.88,0
114182,0,3,3.238,0.28,0,0,2,True,12.3,3,2,3,3.526,56.04,1
114183,1,4,3.11,1.57,2,1,5,True,3.0,3,0,1,3.277,83.15,2
114184,0,2,3.266,4.26,4,2,1,True,13.65,4,0,5,3.133,91.66,2
114185,2,4,3.275,0.35,1,2,2,True,13.18,1,2,2,3.852,75.44,1
114186,0,2,3.244,3.77,0,0,3,False,8.76,4,2,3,3.474,69.67,2
114187,0,2,2.686,2.08,1,0,1,False,7.92,2,0,6,2.845,91.67,1
114188,1,4,3.448,0.37,1,0,3,False,21.13,2,0,1,3.466,94.99,1
114189,3,4,3.686,2.97,1,2,1,True,10.05,4,0,1,3.86,100.0,0
114190,2,3,2.814,6.05,0,1,3,True,8.47,1,0,2,2.957,78.88,1
114191,0,4,2.91,0.97,0,1,3,False,8.93,2,1,6,3.113,69.05,1
114192,3,4,3.118,7.85,2,2,4,False,8.7,5,2,4,3.218,75.33,2
114193,0,4,3.612,1.34,0,2,3,True,13.47,1,2,1,3.753,91.78,1
114194,4,1,3.707,1.29,1,2,5,False,17.85,3,0,3,4.0,65.31,1
114195,3,4,3.314,11.2,4,2,2,False,10.75,5,1,9,3.461,85.86,0
114196,3,0,1.875,1.48,1,0,3,True,14.99,4,0,5,2.057,60.97,1
114197,3,4,3.907,0.71,0,1,5,False,1.12,3,2,3,3.886,93.7,2
114198,4,3,3.307,3.27,3,2,5,False,5.6,4,1,6,3.247,92.14,0
114199,2,1,2.41,16.78,3,0,3,True,3.75,2,0,2,2.428,73.67,0
114200,2,4,3.343,0.35,3,1,4,True,16.21,3,2,5,3.977,97.62,0
114201,0,1,3.02,11.03,3,2,2,False,14.32,6,2,4,3.265,86.12,1
114202,1,0,3.222,3.36,2,1,3,False,14.27,2,0,3,3.784,94.89,1
114203,4,4,2.716,0.69,0,1,3,False,14.27,1,2,3,3.101,73.13,2
114204,4,0,3.42,1.17,2,2,1,False,18.79,3,0,4,3.691,87.11,1
114205,4,3,3.807,2.64,0,0,2,False,10.92,4,0,8,3.868,88.86,2
114206,2,2,3.343,4.11,1,1,3,False,11.47,1,2,5,3.514,83.68,1
114207,0,3,3.253,6.37,2,0,2,False,10.0,4,0,8,3.697,69.37,1
114208,4,0,3.305,9.37,4,2,2,False,13.47,3,1,8,3.659,98.41,2
114209,1,2,3.102,4.99,2,0,2,True,5.69,2,1,5,2.836,61.27,1
114210,3,2,3.263,6.76,0,0,2,False,21.36,2,2,3,3.475,79.08,1
114211,3,3,3.56,12.57,3,1,3,True,17.73,4,1,4,4.0,97.63,0
114212,1,4,2.529,1.0,3,2,2,False,11.92,4,2,7,2.802,67.49,0
114213,3,2,3.124,16.93,4,1,3,True,10.18,5,0,5,3.15,78.24,2
114214,1,2,3.616,0.02,2,2,1,False,8.16,1,1,3,3.81,85.9,1
114215,0,1,3.038,1.34,2,2,3,False,13.76,2,0,1,3.454,71.54,1
114216,3,2,2.879,5.68,3,1,5,True,18.65,3,2,1,3.491,86.62,1
114217,3,3,3.611,6.9,3,2,5,False,7.96,5,0,2,3.788,74.53,2
114218,3,2,2.803,0.39,4,0,1,False,13.61,1,0,2,3.073,54.68,1
114219,3,1,3.221,7.57,2,2,1,False,16.12,3,0,4,3.282,97.13,2
114220,0,2,3.687,8.94,0,0,2,False,16.59,3,2,5,3.823,61.69,2
114221,2,4,2.184,1.23,4,2,2,True,16.82,3,2,5,2.452,67.01,0
114222,1,2,3.109,1.88,3,0,3,True,6.7,4,2,1,3.088,75.71,2
114223,0,4,3.68,10.46,0,1,4,False,6.07,2,1,7,3.779,92.19,0
114224,2,0,3.188,22.48,0,1,5,False,1.16,5,1,8,3.19,67.51,0
114225,2,0,2.694,1.87,2,0,3,False,7.69,2,0,4,2.861,63.26,0
114226,2,2,3.086,2.87,1,0,3,True,13.85,3,1,4,3.232,70.62,2
114227,2,0,3.448,3.64,0,0,3,True,4.77,3,1,4,3.578,68.37,2
114228,3,0,3.824,4.75,1,2,3,False,6.92,4,1,7,4.0,79.99,1
114229,3,1,2.459,6.13,4,2,1,True,17.89,3,2,6,2.914,76.53,2
114230,3,1,3.176,0.35,3,0,1,True,14.01,1,1,2,3.411,66.9,1
114231,3,2,3.634,15.99,4,2,3,True,14.06,5,2,5,3.556,78.93,0
114232,2,3,3.201,2.37,1,2,4,False,7.23,1,0,2,3.491,63.97,2
114233,3,2,3.579,18.32,3,0,3,True,14.99,7,0,3,3.964,68.16,2
114234,1,4,2.985,0.18,0,0,1,False,8.39,2,0,2,3.034,80.04,1
114235,1,0,3.197,38.0,0,0,1,True,9.52,8,0,9,3.61,76.18,0
114236,1,2,3.513,4.49,4,0,1,False,12.67,4,2,3,3.763,85.52,0
114237,1,1,2.475,6.33,1,0,1,False,11.09,3,0,4,3.011,72.33,1
114238,3,1,3.04,0.51,3,0,1,False,3.36,1,0,1,3.193,60.5,1
114239,2,2,2.878,4.13,1,2,2,True,3.8,2,2,4,2.987,79.83,2
114240,3,0,3.647,1.42,1,1,3,True,17.43,2,2,3,4.0,69.18,2
114241,4,2,3.186,10.23,4,0,1,False,5.97,6,0,8,3.263,71.46,2
114242,1,3,3.604,38.0,2,2,3,True,1.0,10,2,7,3.72,65.62,0
114243,4,1,3.681,1.94,0,1,3,False,18.42,2,0,4,3.878,100.0,1
114244,0,3,3.701,0.35,0,0,2,False,10.02,1,0,4,3.854,71.05,2
114245,4,3,3.249,0.18,0,1,5,True,11.64,4,2,1,3.586,92.25,2
114246,3,0,3.896,4.61,3,2,2,False,9.55,1,0,6,3.911,91.73,1
114247,3,3,3.589,10.42,4,1,3,True,6.77,4,2,1,3.91,78.74,2
114248,4,0,3.203,8.02,2,0,3,False,9.81,3,2,6,3.413,79.06,1
114249,0,0,2.802,7.67,4,1,3,True,13.79,2,2,6,3.265,80.4,2
114250,1,2,3.41,18.71,2,0,2,False,1.0,6,0,6,3.425,38.45,2
114251,3,2,3.076,6.19,3,2,3,True,1.0,4,1,1,3.054,74.62,1
114252,4,0,3.637,3.77,0,1,5,True,8.81,3,2,5,4.0,85.34,2
114253,0,1,1.835,4.93,3,1,3,False,15.14,1,1,5,1.929,87.78,1
114254,4,0,3.149,32.33,3,0,1,True,5.54,8,2,6,3.26,78.33,0
114255,4,2,3.369,7.84,0,0,2,False,13.67,2,1,5,3.628,99.43,2
114256,1,0,2.81,9.26,2,0,2,False,14.7,3,2,3,3.118,60.55,1
114257,3,2,3.593,5.15,2,2,2,True,1.54,1,0,7,3.444,60.37,1
114258,1,4,2.924,27.3,2,2,3,False,13.59,6,0,2,3.045,59.01,0
114259,3,0,3.401,21.02,3,0,3,True,13.46,4,2,4,3.737,80.23,0
114260,3,1,3.18,6.71,3,1,4,True,7.9,5,2,6,3.61,86.26,1
114261,0,1,3.3,16.13,0,1,3,True,10.23,3,0,1,3.582,69.43,0
114262,4,3,3.376,3.64,4,1,3,False,13.05,1,0,4,3.545,95.01,1
114263,0,2,2.973,4.5,2,0,2,True,16.28,3,0,5,3.284,65.67,2
114264,4,1,3.749,7.57,2,2,2,True,9.32,5,1,5,3.979,58.08,2
114265,2,0,2.062,8.13,1,0,3,False,12.64,5,1,3,2.209,67.98,1
114266,3,4,3.232,5.52,1,1,5,True,12.73,2,0,5,3.609,77.46,2
114267,1,0,3.571,5.27,0,0,3,False,10.99,5,2,7,3.77,75.97,2
114268,3,1,2.9,17.13,1,2,3,False,9.47,4,2,6,3.117,98.06,2
114269,1,0,3.824,6.2,3,2,3,True,16.32,3,1,3,4.0,80.77,2
114270,0,2,2.305,9.55,0,2,4,False,11.63,2,2,7,2.538,65.28,0
114271,2,3,3.262,3.93,0,1,5,True,11.62,3,0,4,3.362,80.18,1
114272,0,1,3.583,4.53,0,2,3,True,10.25,5,2,4,3.738,91.05,2
114273,3,4,2.625,8.09,4,0,1,False,13.01,2,2,7,2.609,74.23,2
114274,0,3,3.134,0.94,0,2,4,True,6.23,1,2,1,3.329,94.8,1
114275,3,2,2.949,4.53,2,1,3,True,14.88,2,1,4,3.141,71.67,2
114276,3,2,3.522,22.03,2,0,1,False,11.26,3,0,2,3.777,56.75,2
114277,3,0,3.466,16.55,2,1,3,False,9.53,6,2,6,3.59,64.34,2
114278,0,3,3.49,12.21,4,2,2,True,13.63,5,2,4,3.903,68.43,0
114279,4,4,3.617,20.76,1,1,5,True,4.64,4,2,5,3.905,71.05,0
114280,2,1,2.565,14.02,4,2,3,True,15.35,3,2,4,2.927,68.57,2
114281,1,3,3.128,4.03,4,1,3,False,13.14,5,0,3,3.202,97.94,2
114282,2,0,3.862,3.92,1,1,4,False,10.63,3,0,7,4.0,76.0,2
114283,2,3,2.393,1.41,1,1,3,False,16.93,2,2,2,2.444,59.44,2
114284,2,0,3.243,17.95,1,1,3,False,14.39,7,0,7,3.638,74.66,0
114285,0,0,3.342,12.76,3,0,1,True,14.01,5,0,5,3.809,70.01,2
114286,2,0,2.326,1.95,1,0,1,False,4.56,3,0,6,2.705,93.74,1
114287,3,4,2.778,14.06,1,0,1,True,11.58,4,0,8,3.085,59.09,0
114288,4,0,3.584,18.1,1,1,5,True,10.86,4,0,5,3.792,86.22,0
114289,4,0,3.521,10.58,0,1,3,True,9.64,3,0,6,3.738,73.73,2
114290,3,4,2.723,1.0,4,1,5,True,15.01,2,1,6,2.911,100.0,2
114291,4,2,3.538,12.64,3,2,4,False,14.07,4,0,8,3.928,82.46,2
114292,3,4,3.358,7.06,0,0,3,False,9.3,4,2,3,3.574,78.7,2
114293,3,2,3.324,25.36,3,1,3,True,12.13,8,2,2,3.877,84.99,1
114294,3,2,3.737,1.24,0,1,3,False,10.13,4,1,5,3.747,98.45,1
114295,4,0,2.918,1.68,2,2,4,False,6.3,1,0,6,3.177,75.05,1
114296,4,3,3.658,20.62,1,0,1,False,1.39,4,0,4,3.64,62.06,0
114297,4,1,3.37,3.66,0,2,1,False,8.45,3,1,5,3.487,63.23,2
114298,3,3,3.479,2.27,3,1,4,True,21.29,1,0,6,4.0,74.16,1
114299,2,3,2.976,11.72,1,2,1,False,14.67,5,1,8,2.947,86.01,0
114300,2,2,3.351,9.57,1,2,2,False,13.51,3,1,6,3.377,69.92,0
114301,3,2,2.491,16.77,3,1,3,True,7.29,2,0,3,2.828,99.83,2
114302,2,1,3.839,6.97,2,0,1,True,11.16,5,0,4,3.945,79.4,2
114303,3,0,2.376,1.15,3,1,3,True,12.01,1,0,3,3.158,71.3,2
114304,3,0,3.366,26.98,4,0,2,False,10.18,8,0,6,3.275,60.53,0
114305,0,3,3.358,3.1,4,1,5,True,11.48,4,0,1,3.549,72.59,0
114306,2,4,3.314,13.66,1,2,4,True,12.45,5,0,5,3.397,70.57,2
114307,3,3,3.497,3.17,4,2,2,False,11.34,1,0,3,3.867,78.9,1
114308,3,2,3.66,4.56,2,0,3,False,14.75,2,0,5,3.86,83.92,1
114309,3,4,3.17,17.45,2,1,3,False,1.0,4,0,5,3.202,71.85,0
114310,3,1,3.747,7.09,3,0,2,True,1.24,3,1,4,3.863,47.78,1
114311,3,4,3.302,16.92,3,2,2,True,12.79,5,0,3,3.561,100.0,0
114312,0,3,3.031,13.95,0,2,2,True,6.83,4,2,7,3.306,63.14,1
114313,2,0,3.161,2.5,1,1,5,False,8.59,3,1,4,3.408,72.64,0
114314,0,2,3.414,0.57,0,1,5,False,13.01,1,2,1,3.337,64.49,1
114315,4,4,3.433,16.98,0,0,2,False,17.77,5,0,6,3.819,80.25,2
